user,friend
3197468391,1767855106
4135106289,1767855106
3145204398,1767855106
2871644594,1767855106
3496224871,1767855106
2990210934,1767855106
3374783938,1767855106
2537458313,1767855106
1201125575,1767855106
3856015515,1767855106
2690004753,1767855106
1609349300,1767855106
32645762,1767855106
2919826358,1767855106
2616413085,1767855106
1402653646,1767855106
374464774,1767855106
3052804000,1767855106
1531339765,1767855106
1304321680,1767855106
321386359,1767855106
4079475520,1767855106
1325657884,1767855106
4215289663,1767855106
402080319,1767855106
3817995424,1767855106
206826594,1767855106
253389458,1767855106
654553951,1767855106
3171093203,1767855106
4244326115,1767855106
1745532568,1767855106
2328301807,1767855106
4156582389,1767855106
580258798,1767855106
3719779919,1767855106
2789497361,1767855106
908125342,1767855106
2366244106,1767855106
93770927,1767855106
764367748,1767855106
1426347523,1767855106
435901280,1767855106
3021418322,1767855106
683588589,1767855106
3114166378,1767855106
3019995053,1767855106
1084372980,1767855106
4107349498,1767855106
1203043109,1767855106
926984357,1767855106
754557866,1767855106
3197468391,2033945746
2990210934,2033945746
2793393083,2033945746
198565680,2033945746
2708727849,2033945746
171842881,2033945746
1468960243,2033945746
2193621845,2033945746
38974975,2033945746
2856937853,2033945746
1302145719,2033945746
3626548243,2033945746
3599004392,2033945746
37106093,2033945746
3884567866,2033945746
3975254293,2033945746
3532134546,2033945746
2707210401,2033945746
453809966,2033945746
3260959162,2033945746
3892333140,2033945746
2708744204,2033945746
853719292,2033945746
634885878,2033945746
3197468391,3036141956
1599704727,3036141956
2333280604,3036141956
109457319,3036141956
139686014,3036141956
3630567426,3036141956
2423602833,3036141956
3803479601,3036141956
66959975,3036141956
3882702910,3036141956
1931229576,3036141956
1293005030,3036141956
2441086450,3036141956
3622262372,3036141956
3695429113,3036141956
2754688697,3036141956
38974975,3036141956
3987684633,3036141956
1245535652,3036141956
1911601842,3036141956
2356640468,3036141956
3231044500,3036141956
1580116661,3036141956
2487893326,3036141956
3245745143,3036141956
786776836,3036141956
3556989632,3036141956
4191813395,3036141956
3383727109,3036141956
880695278,3036141956
2630533969,3036141956
480150932,3036141956
3117341079,3036141956
3884567866,3036141956
1271009901,3036141956
4044018474,3036141956
1932004710,3036141956
2707210401,3036141956
639550078,3036141956
1181088861,3036141956
3282950773,3036141956
158706347,3036141956
116820515,3036141956
3108308014,3036141956
2505058685,3036141956
3971863644,3036141956
3805854051,3036141956
3453762424,3036141956
3921323433,3036141956
3313732176,3036141956
606767550,3036141956
825875823,3036141956
2081839176,3036141956
3291105155,3036141956
3526758308,3036141956
3197468391,38974975
2624231289,38974975
3871615830,38974975
2033945746,38974975
4040322582,38974975
2696309827,38974975
2622881000,38974975
4004597668,38974975
2803741841,38974975
2896196906,38974975
3521996723,38974975
2622510533,38974975
198565680,38974975
66959975,38974975
3927750451,38974975
2290610611,38974975
3424687427,38974975
1529428275,38974975
2225154987,38974975
2069969878,38974975
2789616398,38974975
3036141956,38974975
2910518173,38974975
4155671229,38974975
335954232,38974975
2441086450,38974975
1468960243,38974975
2192965371,38974975
2047325529,38974975
2822197419,38974975
2193621845,38974975
968987022,38974975
703581801,38974975
1245535652,38974975
3389773360,38974975
713376586,38974975
2153152806,38974975
3522499267,38974975
1641591520,38974975
3356757309,38974975
3437676847,38974975
3231044500,38974975
2311983145,38974975
1036982799,38974975
3591777637,38974975
811733241,38974975
4191813395,38974975
2582761973,38974975
335312107,38974975
880695278,38974975
4155664077,38974975
3626548243,38974975
3042466178,38974975
3599004392,38974975
1210062900,38974975
161996237,38974975
37106093,38974975
3215123768,38974975
3893362486,38974975
1870908554,38974975
812299615,38974975
3024423222,38974975
2158003147,38974975
3435010395,38974975
3131096168,38974975
778716957,38974975
2406703789,38974975
1535240947,38974975
2071163198,38974975
4165482530,38974975
2707210401,38974975
3203217285,38974975
1843090344,38974975
4188297396,38974975
1882989684,38974975
3059363638,38974975
1426347523,38974975
738550046,38974975
1502872899,38974975
522746993,38974975
395270747,38974975
2491342365,38974975
634885878,38974975
3197468391,825875823
1783276120,825875823
855132337,825875823
4237733605,825875823
2549944226,825875823
4165295692,825875823
1316597900,825875823
925959178,825875823
2951260259,825875823
2290610611,825875823
3882702910,825875823
173822143,825875823
3036141956,825875823
514867880,825875823
2441086450,825875823
3622262372,825875823
3167658465,825875823
3974014358,825875823
3385957102,825875823
2193621845,825875823
968987022,825875823
3578009700,825875823
1245535652,825875823
3452626469,825875823
713376586,825875823
49106939,825875823
3020514956,825875823
23465780,825875823
3790205466,825875823
2311983145,825875823
174444552,825875823
3725766398,825875823
2820645107,825875823
3610980904,825875823
695022212,825875823
3071524042,825875823
812299615,825875823
728730852,825875823
1651844876,825875823
3156020605,825875823
1535240947,825875823
1884631896,825875823
762855738,825875823
1625148128,825875823
473544500,825875823
3108308014,825875823
1426347523,825875823
5527207,825875823
435901280,825875823
789024097,825875823
260058954,825875823
2361109562,825875823
2151837333,825875823
2079946392,825875823
1211471213,825875823
3951197299,825875823
1036699734,825875823
216180088,825875823
2976567222,825875823
1227484684,825875823
3197468391,2567514456
3803479601,2567514456
1606897229,2567514456
2987203101,2567514456
3719779919,2567514456
1228687009,2567514456
3089657002,2567514456
159030436,2567514456
20041353,2567514456
2976567222,2567514456
3537982273,2416484731
457167378,2416484731
2087579412,2416484731
1619453117,2416484731
2397915726,2416484731
4223868558,2416484731
4114647923,2416484731
3878499359,2416484731
3209927057,2416484731
4131633211,2416484731
4131317982,2416484731
4056934988,2416484731
394596900,2416484731
1172984560,2416484731
1046178769,2416484731
769773033,2416484731
582166935,2416484731
57783108,2416484731
425478072,2416484731
2186018058,2416484731
2261277490,2416484731
3891396601,2416484731
1979034351,2416484731
2725062921,2416484731
1433757268,2416484731
719203242,2416484731
4064349645,2416484731
2153985349,2416484731
1044078286,2416484731
